skills,interests,experience_level,resume_text,career
"ci/cd, terraform, linux, observability","analytics, automation",Intermediate,"Built projects using ci/cd, terraform, linux, observability with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"docker, aws, observability","automation, analytics",Intermediate,"Built projects using docker, aws, observability with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"linux, docker, ci/cd","automation, security",Beginner,"Built projects using linux, docker, ci/cd with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, linux, docker, terraform, aws, observability, kubernetes","systems, ai",Intermediate,"Built projects using ci/cd, linux, docker, terraform, aws, observability, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"docker, observability, aws, ci/cd","product, systems",Beginner,"Built projects using docker, observability, aws, ci/cd with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"observability, linux, ci/cd, kubernetes, terraform, aws, docker","analytics, automation",Intermediate,"Built projects using observability, linux, ci/cd, kubernetes, terraform, aws, docker with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"terraform, observability, aws, linux, kubernetes","automation, product",Intermediate,"Built projects using terraform, observability, aws, linux, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"linux, observability, docker, kubernetes, aws, ci/cd, terraform","systems, automation",Intermediate,"Built projects using linux, observability, docker, kubernetes, aws, ci/cd, terraform with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"observability, linux, terraform, ci/cd, aws","automation, ai",Intermediate,"Built projects using observability, linux, terraform, ci/cd, aws with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"kubernetes, docker, aws, linux","ai, automation",Advanced,"Built projects using kubernetes, docker, aws, linux with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"kubernetes, docker, linux, ci/cd","security, automation",Intermediate,"Built projects using kubernetes, docker, linux, ci/cd with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, linux, aws, docker","systems, cloud",Beginner,"Built projects using ci/cd, linux, aws, docker with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, linux, kubernetes, terraform, docker, observability","automation, security",Intermediate,"Built projects using ci/cd, linux, kubernetes, terraform, docker, observability with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"observability, terraform, kubernetes, aws","analytics, systems",Beginner,"Built projects using observability, terraform, kubernetes, aws with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"terraform, aws, docker, linux, observability, ci/cd","product, security",Beginner,"Built projects using terraform, aws, docker, linux, observability, ci/cd with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"aws, kubernetes, observability","cloud, product",Beginner,"Built projects using aws, kubernetes, observability with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"observability, ci/cd, docker, linux, aws","automation, systems",Advanced,"Built projects using observability, ci/cd, docker, linux, aws with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"docker, kubernetes, terraform","cloud, analytics",Intermediate,"Built projects using docker, kubernetes, terraform with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"linux, ci/cd, terraform, observability, aws","analytics, automation",Beginner,"Built projects using linux, ci/cd, terraform, observability, aws with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"docker, aws, ci/cd","analytics, cloud",Beginner,"Built projects using docker, aws, ci/cd with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"terraform, linux, observability, docker, aws, kubernetes","cloud, ai",Intermediate,"Built projects using terraform, linux, observability, docker, aws, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"kubernetes, linux, terraform, observability, ci/cd, docker","analytics, cloud",Beginner,"Built projects using kubernetes, linux, terraform, observability, ci/cd, docker with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"docker, ci/cd, kubernetes, aws, linux, observability, terraform","automation, ai",Beginner,"Built projects using docker, ci/cd, kubernetes, aws, linux, observability, terraform with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, kubernetes, aws, docker, terraform, observability, linux","automation, product",Intermediate,"Built projects using ci/cd, kubernetes, aws, docker, terraform, observability, linux with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, observability, kubernetes, terraform, linux","automation, analytics",Advanced,"Built projects using ci/cd, observability, kubernetes, terraform, linux with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, observability, docker","cloud, analytics",Advanced,"Built projects using ci/cd, observability, docker with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"terraform, kubernetes, docker, ci/cd, aws, observability, linux","ai, cloud",Intermediate,"Built projects using terraform, kubernetes, docker, ci/cd, aws, observability, linux with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"aws, docker, observability, ci/cd, linux, kubernetes","security, analytics",Beginner,"Built projects using aws, docker, observability, ci/cd, linux, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, docker, linux, observability, kubernetes, aws","cloud, analytics",Advanced,"Built projects using ci/cd, docker, linux, observability, kubernetes, aws with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"observability, docker, kubernetes","automation, analytics",Beginner,"Built projects using observability, docker, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"observability, kubernetes, aws, ci/cd, terraform, docker","product, ai",Beginner,"Built projects using observability, kubernetes, aws, ci/cd, terraform, docker with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, terraform, aws, linux, kubernetes","product, systems",Intermediate,"Built projects using ci/cd, terraform, aws, linux, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"kubernetes, ci/cd, linux","cloud, ai",Intermediate,"Built projects using kubernetes, ci/cd, linux with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, linux, observability, kubernetes","analytics, automation",Beginner,"Built projects using ci/cd, linux, observability, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"aws, observability, ci/cd, linux","systems, automation",Intermediate,"Built projects using aws, observability, ci/cd, linux with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"docker, observability, kubernetes, terraform, aws","analytics, ai",Advanced,"Built projects using docker, observability, kubernetes, terraform, aws with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"ci/cd, aws, observability","analytics, product",Beginner,"Built projects using ci/cd, aws, observability with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"docker, ci/cd, aws, observability, kubernetes","analytics, cloud",Intermediate,"Built projects using docker, ci/cd, aws, observability, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"aws, terraform, ci/cd, observability, docker","ai, automation",Beginner,"Built projects using aws, terraform, ci/cd, observability, docker with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"docker, ci/cd, terraform","product, cloud",Beginner,"Built projects using docker, ci/cd, terraform with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"aws, terraform, ci/cd","ai, product",Advanced,"Built projects using aws, terraform, ci/cd with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"linux, kubernetes, aws, docker, terraform, ci/cd","ai, security",Beginner,"Built projects using linux, kubernetes, aws, docker, terraform, ci/cd with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"aws, terraform, linux, ci/cd","cloud, systems",Beginner,"Built projects using aws, terraform, linux, ci/cd with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"linux, observability, terraform, kubernetes","ai, security",Beginner,"Built projects using linux, observability, terraform, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"observability, terraform, linux, kubernetes, aws, ci/cd","product, security",Intermediate,"Built projects using observability, terraform, linux, kubernetes, aws, ci/cd with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"aws, docker, observability, ci/cd, kubernetes","security, cloud",Advanced,"Built projects using aws, docker, observability, ci/cd, kubernetes with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
"linux, kubernetes, terraform, docker","systems, security",Intermediate,"Built projects using linux, kubernetes, terraform, docker with focus on cloud engineer outcomes and measurable impact.",Cloud Engineer
